gene_symbol_mouse,probe_id,JTK_pvalue,JTK_BH.Q,JTK_period,JTK_adjphase,JTK_amplitude
1700019O17Rik,1429924_at,0.20176946370894,0.320140882418184,24,17,0.49497474683058
Krt28,1430132_at,0.20176946370894,0.320140882418184,24,15,1.76776695296637
Ephx3,1430724_at,0.20176946370894,0.320140882418184,24,16.5,0.353553390593274
4933408N05Rik,1432010_at,0.20176946370894,0.320140882418184,24,14.5,0.777817459305201
Cpne1,1433439_at,0.20176946370894,0.320140882418184,24,4,159.470256827096
Vsig8,1436671_at,0.20176946370894,0.320140882418184,24,15,0.848528137423849
Snhg4,1436796_at,0.20176946370894,0.320140882418184,24,17,8.20243866176394
Pitpnm1,1438974_x_at,0.20176946370894,0.320140882418184,24,15,0.494974746830585
Rmnd1,1440281_at,0.20176946370894,0.320140882418184,24,15,0.777817459305208
Kctd12b,1440355_at,0.20176946370894,0.320140882418184,24,15,1.83847763108502
1700099I09Rik,1441817_at,0.20176946370894,0.320140882418184,24,14,2.61629509039022
C030044O21Rik,1442518_at,0.20176946370894,0.320140882418184,24,15,1.48492424049175
Dnah6,1442894_at,0.20176946370894,0.320140882418184,24,15,0.424264068711935
C78344,1443001_at,0.20176946370894,0.320140882418184,24,14.5,2.89913780286485
Dbx2,1443525_at,0.20176946370894,0.320140882418184,24,15,1.48492424049175
Rnf207,1444404_at,0.20176946370894,0.320140882418184,24,17,0.282842712474626
Gm12596,1445601_at,0.20176946370894,0.320140882418184,24,17,0.212132034355962
4933439G19Rik,1445858_at,0.20176946370894,0.320140882418184,24,16.5,0.282842712474618
AU018466,1446021_at,0.20176946370894,0.320140882418184,24,14,0.636396103067897
Htt,1446337_at,0.20176946370894,0.320140882418184,24,15.5,0.742462120245873
C78505,1446941_at,0.20176946370894,0.320140882418184,24,16.5,0.777817459305203
Mphosph9,1449659_s_at,0.20176946370894,0.320140882418184,24,14,1.48492424049176
Klrc2,1450304_at,0.20176946370894,0.320140882418184,24,13.5,2.1920310216783
3632451O06Rik,1450770_at,0.20176946370894,0.320140882418184,24,15.5,1.48492424049175
Slc36a1os,1453696_at,0.20176946370894,0.320140882418184,24,14.5,0.424264068711924
2810404M03Rik,1453940_at,0.20176946370894,0.320140882418184,24,16,1.06066017177981
Brpf1,1460402_at,0.20176946370894,0.320140882418184,24,8,69.8798276507605
Ddah2,1416457_at,0.207242714439581,0.326675998320269,24,16,0.141421356237312
Pofut2,1416573_at,0.207242714439581,0.326675998320269,24,17.5,0.707106781186532
Slc4a2,1416637_at,0.207242714439581,0.326675998320269,24,5,154.149278298667
Gk2,1416694_at,0.207242714439581,0.326675998320269,24,15,2.75771644662753
Fbxl14,1417407_at,0.207242714439581,0.326675998320269,24,10,49.674251378355
Myh6,1417729_at,0.207242714439581,0.326675998320269,24,16,3.95979797464466
Apoa4,1417761_at,0.207242714439581,0.326675998320269,24,20.5,542.598388543498
Cpeb1,1417960_at,0.207242714439581,0.326675998320269,24,12.5,1.13137084989847
Unc119,1418123_at,0.207242714439581,0.326675998320269,24,4.5,102.141574542397
Gtf2a1l,1418426_at,0.207242714439581,0.326675998320269,24,15,0.707106781186548
Pbx2,1418893_at,0.207242714439581,0.326675998320269,24,4.5,100.585939623786
Nubp1,1418906_at,0.207242714439581,0.326675998320269,24,4,42.3203408540148
Ptpn18,1419125_at,0.207242714439581,0.326675998320269,24,17,2.26274169979696
Orm2,1420438_at,0.207242714439581,0.326675998320269,24,17.5,459.93760582279
Rac3,1420554_a_at,0.207242714439581,0.326675998320269,24,14.5,1.76776695296636
Prkacb,1420610_at,0.207242714439581,0.326675998320269,24,12,61.6243559804076
Loxl4,1421153_at,0.207242714439581,0.326675998320269,24,23,0.91923881554251
Vbp1,1421750_a_at,0.207242714439581,0.326675998320269,24,14.5,502.257946676806
Moxd1,1422643_at,0.207242714439581,0.326675998320269,24,16,0.636396103067889
Pnck,1422711_a_at,0.207242714439581,0.326675998320269,24,15,0.494974746830585
Suv420h2,1424059_at,0.207242714439581,0.326675998320269,24,2,10.200015318616
Jchain,1424305_at,0.207242714439581,0.326675998320269,24,14,0.707106781186527
Klhl20,1425664_at,0.207242714439581,0.326675998320269,24,14,0.494974746830585
Mlh3,1426052_at,0.207242714439581,0.326675998320269,24,23,32.5976226126998
Cpz,1426251_at,0.207242714439581,0.326675998320269,24,15,0.353553390593274
Zfp52,1426471_at,0.207242714439581,0.326675998320269,24,16,2.33345237791561
Susd2,1426511_at,0.207242714439581,0.326675998320269,24,15,0.424264068711925
Papolg,1427241_at,0.207242714439581,0.326675998320269,24,4,64.4174277660945
LOC269472,1428048_at,0.207242714439581,0.326675998320269,24,15,1.48492424049175
Manf,1428112_at,0.207242714439581,0.326675998320269,24,19.5,13502.6812838344
Rpl18a,1428152_a_at,0.207242714439581,0.326675998320269,24,14,4350.65124794553
Ccdc54,1428965_at,0.207242714439581,0.326675998320269,24,14,0.989949493661168
4930486L24Rik,1430051_at,0.207242714439581,0.326675998320269,24,15,1.48492424049175
Sat2,1430318_at,0.207242714439581,0.326675998320269,24,5.5,83.898219587784
9230110K08Rik,1430471_at,0.207242714439581,0.326675998320269,24,16,0.70710678118655
Zfp169,1430664_at,0.207242714439581,0.326675998320269,24,16.5,0.424264068711925
Zfp558,1430973_at,0.207242714439581,0.326675998320269,24,16,0.707106781186558
Gtf2i,1431676_x_at,0.207242714439581,0.326675998320269,24,18.5,28.2489159084026
Polb,1434229_a_at,0.207242714439581,0.326675998320269,24,18,337.890975389991
Aifm3,1434742_s_at,0.207242714439581,0.326675998320269,24,8,32.1026478658693
Nat8l,1436702_at,0.207242714439581,0.326675998320269,24,14,0.636396103067892
Klf11,1437241_at,0.207242714439581,0.326675998320269,24,6,25.1730014102411
Rab39,1437762_at,0.207242714439581,0.326675998320269,24,16.5,1.06066017177982
Pgm5,1437871_at,0.207242714439581,0.326675998320269,24,17,0.636396103067897
BC026600,1440006_at,0.207242714439581,0.326675998320269,24,14,1.55563491861041
1700054K19Rik,1440775_at,0.207242714439581,0.326675998320269,24,15,4.56083873865323
Edrf1,1443918_at,0.207242714439581,0.326675998320269,24,16.5,1.20208152801712
AU040972,1443946_s_at,0.207242714439581,0.326675998320269,24,16,0.777817459305198
Dnajc25,1444108_at,0.207242714439581,0.326675998320269,24,8.5,91.2874854511834
Igsf23,1444182_at,0.207242714439581,0.326675998320269,24,15,0.353553390593274
Gm41810,1445253_at,0.207242714439581,0.326675998320269,24,15,0.919238815542505
AU015858,1445942_at,0.207242714439581,0.326675998320269,24,14,2.61629509039023
Iqsec2,1448063_at,0.207242714439581,0.326675998320269,24,12,1.06066017177982
Casp4,1449591_at,0.207242714439581,0.326675998320269,24,15,0.777817459305198
Bglap2///Bglap///Bglap3,1449880_s_at,0.207242714439581,0.326675998320269,24,14.5,1.06066017177982
Gpi1,1450081_x_at,0.207242714439581,0.326675998320269,24,19,1026.43620357039
Ccdc65,1451578_at,0.207242714439581,0.326675998320269,24,15.5,2.89913780286485
Utp20,1452252_at,0.207242714439581,0.326675998320269,24,11,55.8614357137372
Cmip,1453015_at,0.207242714439581,0.326675998320269,24,10,418.147595054665
Mis18a,1453314_x_at,0.207242714439581,0.326675998320269,24,5,46.5983368801934
4930480G23Rik,1453707_at,0.207242714439581,0.326675998320269,24,9.5,9.75807358037435
4930506C21Rik,1453719_at,0.207242714439581,0.326675998320269,24,15,1.06066017177982
Ckap2l,1453769_at,0.207242714439581,0.326675998320269,24,15,1.83847763108502
1700034J04Rik,1454251_at,0.207242714439581,0.326675998320269,24,15.5,0.42426406871193
Slc51b,1454854_at,0.207242714439581,0.326675998320269,24,22,41.0829039869384
Snx13,1454938_at,0.207242714439581,0.326675998320269,24,7.5,124.04420708965
Phf13,1455175_at,0.207242714439581,0.326675998320269,24,0.5,18.137288937435
Gm5802,1455890_x_at,0.207242714439581,0.326675998320269,24,15,1.30814754519511
Zfp677,1457566_at,0.207242714439581,0.326675998320269,24,14.5,2.75771644662752
Gpr4,1457745_at,0.207242714439581,0.326675998320269,24,15,0.777817459305198
Spice1,1458174_at,0.207242714439581,0.326675998320269,24,17,1.69705627484772
Actr1a,1458696_at,0.207242714439581,0.326675998320269,24,15,1.20208152801713
Cdk16,1460169_a_at,0.207242714439581,0.326675998320269,24,17,0.91923881554252
Mut,1416839_at,0.212983836850652,0.334405013953046,24,14,1.69705627484771
1110038F14Rik,1416885_at,0.212983836850652,0.334405013953046,24,0,52.6794551983978
Foxg1,1418357_at,0.212983836850652,0.334405013953046,24,15,2.68700576850888
Pirb///Pira5///Pira2///Pira11///Pira1,1418809_at,0.212983836850652,0.334405013953046,24,17,29.592418792657
Creb3l1,1419295_at,0.212983836850652,0.334405013953046,24,16,0.141421356237312
Il3ra,1419712_at,0.212983836850652,0.334405013953046,24,15.5,0.353553390593274
Tnfsf10,1420412_at,0.212983836850652,0.334405013953046,24,15,0.353553390593274
Slc26a2,1421145_at,0.212983836850652,0.334405013953046,24,16.5,0.42426406871193
H2afy2///H2afy3,1421612_a_at,0.212983836850652,0.334405013953046,24,17,2.3334523779156
Mepe,1421650_at,0.212983836850652,0.334405013953046,24,14.5,1.13137084989848
Esrrg,1421747_at,0.212983836850652,0.334405013953046,24,15,0.636396103067887
Olfr151///Olfr160,1422381_at,0.212983836850652,0.334405013953046,24,16.5,0.353553390593274
Vmn1r29,1422387_at,0.212983836850652,0.334405013953046,24,15,2.3864853865046
Csk,1423518_at,0.212983836850652,0.334405013953046,24,5,91.7117495198953
Dync1li1,1424947_at,0.212983836850652,0.334405013953046,24,8,83.6860875534278
Gm9885,1425397_at,0.212983836850652,0.334405013953046,24,15,0.565685424949236
Ltv1,1426813_at,0.212983836850652,0.334405013953046,24,2.5,115.788735419297
Bcr,1427265_at,0.212983836850652,0.334405013953046,24,14.5,0.494974746830585
Gdf11,1427723_at,0.212983836850652,0.334405013953046,24,16.5,0.707106781186548
5430400D12Rik,1429182_at,0.212983836850652,0.334405013953046,24,17.5,1.34350288425443
4930405H06Rik,1432487_at,0.212983836850652,0.334405013953046,24,14.5,0.424264068711935
Eogt,1433671_at,0.212983836850652,0.334405013953046,24,17.5,35.1078516859121
Arfrp1,1434488_at,0.212983836850652,0.334405013953046,24,16.5,3.00520382004283
Mpzl3,1435571_at,0.212983836850652,0.334405013953046,24,18,12.5865007051205
Cxcl3,1438148_at,0.212983836850652,0.334405013953046,24,15,3.53553390593274
Tarbp2,1438952_x_at,0.212983836850652,0.334405013953046,24,15,6.64680374315357
Mecr,1440553_at,0.212983836850652,0.334405013953046,24,23.5,43.2749350086167
Gm12800,1441011_at,0.212983836850652,0.334405013953046,24,15,3.7476659402887
Zbed6,1441112_at,0.212983836850652,0.334405013953046,24,3.5,11.9147492629933
C230006B20,1441157_at,0.212983836850652,0.334405013953046,24,16,0.565685424949236
A930012N16Rik,1443385_at,0.212983836850652,0.334405013953046,24,14.5,0.494974746830575
Gimap5,1444181_at,0.212983836850652,0.334405013953046,24,15,0.9192388155425
AU022852,1444888_at,0.212983836850652,0.334405013953046,24,15,0.424264068711925
AI315376,1445871_at,0.212983836850652,0.334405013953046,24,14.5,0.989949493661161
AU021871,1446959_at,0.212983836850652,0.334405013953046,24,16.5,0.777817459305198
Lncenc1,1447021_at,0.212983836850652,0.334405013953046,24,16.5,0.919238815542505
C130078N14,1447140_at,0.212983836850652,0.334405013953046,24,15,2.9698484809835
Rln1,1448074_at,0.212983836850652,0.334405013953046,24,15,1.13137084989847
Otub1,1448817_at,0.212983836850652,0.334405013953046,24,10.5,37.582725420065
M1ap,1449358_at,0.212983836850652,0.334405013953046,24,15,0.848528137423859
Slfn4///Slfn3,1450322_s_at,0.212983836850652,0.334405013953046,24,15,1.90918830920368
Gpr37,1450875_at,0.212983836850652,0.334405013953046,24,15,1.06066017177982
Rnf151,1451009_at,0.212983836850652,0.334405013953046,24,15,0.424264068711935
Klra20,1451942_x_at,0.212983836850652,0.334405013953046,24,15,1.69705627484771
Oc90,1452403_a_at,0.212983836850652,0.334405013953046,24,15,0.813172798364529
Spata9,1453213_at,0.212983836850652,0.334405013953046,24,14,1.83847763108502
Nipsnap3a,1453236_at,0.212983836850652,0.334405013953046,24,15,13.717871555019
4930429F11Rik,1453921_at,0.212983836850652,0.334405013953046,24,17,1.06066017177982
Trp53i13,1455315_at,0.212983836850652,0.334405013953046,24,8,8.09637264458597
Cyp11b1,1456362_at,0.212983836850652,0.334405013953046,24,15,0.707106781186547
LOC102641785///Tcf20,1457372_at,0.212983836850652,0.334405013953046,24,15,1.90918830920369
Scel,1459426_at,0.212983836850652,0.334405013953046,24,15,0.989949493661171
Zmynd12,1459815_at,0.212983836850652,0.334405013953046,24,14,0.989949493661161
Mir425,1459927_at,0.212983836850652,0.334405013953046,24,15,0.353553390593274
Gramd1a,1416708_a_at,0.218724959261724,0.34157598295232,24,6.5,28.9913780286485
Pgk2,1416784_at,0.218724959261724,0.34157598295232,24,15,2.54558441227157
Prmt2,1416844_at,0.218724959261724,0.34157598295232,24,14.5,1.69705627484771
Gripap1,1417315_at,0.218724959261724,0.34157598295232,24,7,156.730218049998
Med11,1417739_at,0.218724959261724,0.34157598295232,24,17.5,305.063543073406
Exosc9,1418462_at,0.218724959261724,0.34157598295232,24,21,166.09938290072
Gzmb,1419060_at,0.218724959261724,0.34157598295232,24,15,0.565685424949236
Clec14a,1419467_at,0.218724959261724,0.34157598295232,24,20,214.041222665168
Ggh,1419595_a_at,0.218724959261724,0.34157598295232,24,19.5,241.441610436147
Tpo,1420600_at,0.218724959261724,0.34157598295232,24,15,0.883883476483184
Pole3,1421015_s_at,0.218724959261724,0.34157598295232,24,20,59.4323249587293
Zan,1421614_at,0.218724959261724,0.34157598295232,24,17,0.282842712474623
Ccl1,1421688_a_at,0.218724959261724,0.34157598295232,24,14.5,1.34350288425443
Tnfsf4,1421744_at,0.218724959261724,0.34157598295232,24,16.5,0.601040764008564
Abca1,1421839_at,0.218724959261724,0.34157598295232,24,20.5,861.963166266401
Crhr2,1422012_at,0.218724959261724,0.34157598295232,24,16,7.83120760164102
Top1,1423474_at,0.218724959261724,0.34157598295232,24,14.5,1137.50500122527
Cmya5,1427312_at,0.218724959261724,0.34157598295232,24,15,0.42426406871194
Crocc,1427338_at,0.218724959261724,0.34157598295232,24,15,0.282842712474623
Lin9,1428639_at,0.218724959261724,0.34157598295232,24,11,14.4603336752649
Filip1l,1428861_at,0.218724959261724,0.34157598295232,24,18,39.527269068328
Bpifa5,1429342_s_at,0.218724959261724,0.34157598295232,24,16.5,0.424264068711919
Haus6,1429665_at,0.218724959261724,0.34157598295232,24,11.5,2.26274169979695
Mapk1ip1l,1429784_at,0.218724959261724,0.34157598295232,24,5.5,102.530483272049
4930584F24Rik,1430016_at,0.218724959261724,0.34157598295232,24,17,0.919238815542505
2500004C02Rik,1430305_at,0.218724959261724,0.34157598295232,24,16.5,1.87383297014436
Etohd2,1430573_s_at,0.218724959261724,0.34157598295232,24,9,8.2377940008233
Catsperg2,1431616_at,0.218724959261724,0.34157598295232,24,15,0.777817459305209
Sp3,1431804_a_at,0.218724959261724,0.34157598295232,24,1.5,332.976583260745
Rell2,1434147_at,0.218724959261724,0.34157598295232,24,17,0.353553390593276
Sbf1,1434707_at,0.218724959261724,0.34157598295232,24,3.5,58.7428958470725
Serpina11,1435887_at,0.218724959261724,0.34157598295232,24,2,634.009617681388
Slc45a1,1436252_at,0.218724959261724,0.34157598295232,24,15,2.19203102167829
Tstd2,1437026_at,0.218724959261724,0.34157598295232,24,9,97.3332484303283
Ammecr1l,1437521_s_at,0.218724959261724,0.34157598295232,24,8,2929.82623716834
Ets2,1437809_x_at,0.218724959261724,0.34157598295232,24,16.5,0.353553390593274
Ippk,1438019_at,0.218724959261724,0.34157598295232,24,15,42.3910515321335
Spanxn4,1438384_at,0.218724959261724,0.34157598295232,24,14,3.74766594028871
Tuba3b,1438611_at,0.218724959261724,0.34157598295232,24,16,0.353553390593279
LOC548102,1439586_at,0.218724959261724,0.34157598295232,24,8,161.962808230779
Sox12,1439754_at,0.218724959261724,0.34157598295232,24,16.5,0.353553390593274
Zfp541,1440672_at,0.218724959261724,0.34157598295232,24,14.5,0.848528137423859
Vta1,1441646_at,0.218724959261724,0.34157598295232,24,13,2.54558441227157
9530006C21Rik,1441779_at,0.218724959261724,0.34157598295232,24,2.5,243.633641457825
Gm15239,1443418_at,0.218724959261724,0.34157598295232,24,15,0.989949493661171
AU020745,1443607_at,0.218724959261724,0.34157598295232,24,14,0.636396103067892
Gm19277,1445764_at,0.218724959261724,0.34157598295232,24,14,0.565685424949241
2700060E02Rik,1448238_at,0.218724959261724,0.34157598295232,24,14.5,1532.05290745784
Wisp1,1448593_at,0.218724959261724,0.34157598295232,24,23.5,3.4648232278141
Gp2,1449452_a_at,0.218724959261724,0.34157598295232,24,16,0.494974746830585
Cxcl2,1449984_at,0.218724959261724,0.34157598295232,24,15,0.91923881554251
Vwa3b,1453250_at,0.218724959261724,0.34157598295232,24,17,1.69705627484772
2610020P09Rik,1453627_at,0.218724959261724,0.34157598295232,24,17.5,1.94454364826301
4933416M06Rik,1454129_at,0.218724959261724,0.34157598295232,24,15,0.49497474683058
Ccp110,1455218_at,0.218724959261724,0.34157598295232,24,14,25.9861742086056
Gm1976,1455715_at,0.218724959261724,0.34157598295232,24,14,0.494974746830585
Rrs1,1456865_x_at,0.218724959261724,0.34157598295232,24,14,825.087547627523
AU014876,1457752_at,0.218724959261724,0.34157598295232,24,17,0.212132034355962
Dtx1,1458643_at,0.218724959261724,0.34157598295232,24,15,2.05060966544098
9530001P21Rik,1458881_at,0.218724959261724,0.34157598295232,24,15,1.13137084989848
Sdr39u1,1459269_at,0.218724959261724,0.34157598295232,24,15,0.777817459305203
Slc7a8,1417929_at,0.224744886833381,0.349536850962871,24,16.5,0.707106781186548
Smpx,1418095_at,0.224744886833381,0.349536850962871,24,14.5,1.20208152801712
Fhl2,1419184_a_at,0.224744886833381,0.349536850962871,24,15,1.97989898732233
Camp,1419691_at,0.224744886833381,0.349536850962871,24,16,0.353553390593276
Zc3h7a,1419899_at,0.224744886833381,0.349536850962871,24,16.5,0.777817459305198
Man2c1os,1419900_at,0.224744886833381,0.349536850962871,24,12,2.40416305603427
Zfp108,1421454_at,0.224744886833381,0.349536850962871,24,16.5,1.27279220613579
Rgs20,1421493_a_at,0.224744886833381,0.349536850962871,24,14,1.09601551083915
Ly6c2///Ly6c1,1421571_a_at,0.224744886833381,0.349536850962871,24,19.5,22.8925820409145
Il5ra,1421620_at,0.224744886833381,0.349536850962871,24,16.5,1.34350288425444
Tacr2,1422234_at,0.224744886833381,0.349536850962871,24,15,0.742462120245873
Cdc42ep3,1422642_at,0.224744886833381,0.349536850962871,24,17,0.0707106781186558
Defa31,1422934_x_at,0.224744886833381,0.349536850962871,24,15,0.707106781186548
Pgp,1428788_at,0.224744886833381,0.349536850962871,24,17,69.2257538781632
Unc13d,1428992_at,0.224744886833381,0.349536850962871,24,15,0.494974746830585
1700034E13Rik,1429611_at,0.224744886833381,0.349536850962871,24,16,0.91923881554251
