gene_symbol_mouse,probe_id,JTK_pvalue,JTK_BH.Q,JTK_period,JTK_adjphase,JTK_amplitude
Fscn1,1416514_a_at,0.0212437332737478,0.0708035482101167,24,2.5,205.785750994815
Fxyd6,1417343_at,0.0212437332737478,0.0708035482101167,24,14,0.49497474683058
Tcea2,1418107_at,0.0212437332737478,0.0708035482101167,24,15,0.42426406871193
Vdr,1418176_at,0.0212437332737478,0.0708035482101167,24,15.5,0.565685424949246
Ngp,1418722_at,0.0212437332737478,0.0708035482101167,24,16,0.565685424949231
Mab21l2,1418934_at,0.0212437332737478,0.0708035482101167,24,18.5,0.9192388155425
Ophn1,1419107_at,0.0212437332737478,0.0708035482101167,24,15,1.4142135623731
Sim2,1419438_at,0.0212437332737478,0.0708035482101167,24,15,1.06066017177982
Fank1,1419567_at,0.0212437332737478,0.0708035482101167,24,15,1.37885822331376
D13Ertd205e,1420105_at,0.0212437332737478,0.0708035482101167,24,15,0.565685424949241
Dkk1,1420360_at,0.0212437332737478,0.0708035482101167,24,16.5,0.353553390593279
Pax3,1420389_at,0.0212437332737478,0.0708035482101167,24,15,0.989949493661171
Bnipl,1420683_at,0.0212437332737478,0.0708035482101167,24,15,0.777817459305198
Hdhd1a,1420775_at,0.0212437332737478,0.0708035482101167,24,15,0.565685424949241
4933436I01Rik,1420787_at,0.0212437332737478,0.0708035482101167,24,15,2.40416305603427
Sln,1420883_at,0.0212437332737478,0.0708035482101167,24,15,0.707106781186548
Plxna3,1420996_at,0.0212437332737478,0.0708035482101167,24,15,0.42426406871193
Slc7a10,1421093_at,0.0212437332737478,0.0708035482101167,24,16,0.353553390593274
Ids,1421216_a_at,0.0212437332737478,0.0708035482101167,24,15.5,0.707106781186548
Myo15,1421615_at,0.0212437332737478,0.0708035482101167,24,15,1.20208152801713
Adra1a,1421659_at,0.0212437332737478,0.0708035482101167,24,16,0.707106781186548
Rps18,1421837_at,0.0212437332737478,0.0708035482101167,24,14,0.636396103067892
Ncr1,1422089_at,0.0212437332737478,0.0708035482101167,24,15,0.636396103067897
Gm11559///Gm11567///Gm11568///Krtap9-1,1422209_s_at,0.0212437332737478,0.0708035482101167,24,15,0.49497474683058
H2-D4,1422405_at,0.0212437332737478,0.0708035482101167,24,14.5,0.848528137423859
Ahr,1422631_at,0.0212437332737478,0.0708035482101167,24,4,1280.46431471166
Ccr3,1422957_at,0.0212437332737478,0.0708035482101167,24,15,0.707106781186548
Prkcdbp,1423771_at,0.0212437332737478,0.0708035482101167,24,16.5,0.212132034355967
Ehd2,1424158_at,0.0212437332737478,0.0708035482101167,24,16,0.494974746830585
Cd177,1424509_at,0.0212437332737478,0.0708035482101167,24,15,0.91923881554251
Bcam,1424791_a_at,0.0212437332737478,0.0708035482101167,24,16.5,0.141421356237307
Xntrpc///Trpc2,1425672_a_at,0.0212437332737478,0.0708035482101167,24,15,0.636396103067894
Fev,1425886_at,0.0212437332737478,0.0708035482101167,24,17,0.212132034355967
Mrgprf,1425894_at,0.0212437332737478,0.0708035482101167,24,16.5,0.424264068711927
Cav2,1425955_at,0.0212437332737478,0.0708035482101167,24,16,0.424264068711925
Endod1,1426540_at,0.0212437332737478,0.0708035482101167,24,16,1.4142135623731
Zpr1,1428294_at,0.0212437332737478,0.0708035482101167,24,9,139.724299962462
Prr23a3,1429818_at,0.0212437332737478,0.0708035482101167,24,15,0.49497474683058
Upk3bl,1429844_at,0.0212437332737478,0.0708035482101167,24,15,0.565685424949236
Redrum,1430839_at,0.0212437332737478,0.0708035482101167,24,15,1.48492424049176
Med24,1431282_at,0.0212437332737478,0.0708035482101167,24,15,0.494974746830585
4930588G17Rik,1431570_at,0.0212437332737478,0.0708035482101167,24,15,0.353553390593284
4931407E12Rik,1431603_at,0.0212437332737478,0.0708035482101167,24,14,0.989949493661168
1700007J10Rik,1431612_at,0.0212437332737478,0.0708035482101167,24,15,0.777817459305193
2900057B20Rik,1431631_at,0.0212437332737478,0.0708035482101167,24,16,1.34350288425444
Cldn34d,1431639_at,0.0212437332737478,0.0708035482101167,24,15,0.494974746830585
1700010L04Rik,1431783_at,0.0212437332737478,0.0708035482101167,24,15,0.707106781186548
Myo18b,1431813_at,0.0212437332737478,0.0708035482101167,24,15,2.12132034355964
Nkx6-3,1431899_at,0.0212437332737478,0.0708035482101167,24,16.5,0.530330085889911
Antxr1,1431995_at,0.0212437332737478,0.0708035482101167,24,17,0.777817459305198
Sox5os1,1432009_at,0.0212437332737478,0.0708035482101167,24,15,0.565685424949236
2310026I22Rik,1432145_at,0.0212437332737478,0.0708035482101167,24,15,0.565685424949236
Prr29,1432280_at,0.0212437332737478,0.0708035482101167,24,16,0.91923881554251
Tmem86b,1432506_at,0.0212437332737478,0.0708035482101167,24,16.5,0.42426406871192
4933413I22Rik,1432594_at,0.0212437332737478,0.0708035482101167,24,15,0.636396103067892
4933411E06Rik,1432642_at,0.0212437332737478,0.0708035482101167,24,15,2.9698484809835
0610042E11Rik,1432662_at,0.0212437332737478,0.0708035482101167,24,15,0.353553390593279
Gm8096,1432708_at,0.0212437332737478,0.0708035482101167,24,15,0.494974746830575
4930445G23Rik,1432724_at,0.0212437332737478,0.0708035482101167,24,15,0.777817459305209
C030007D22Rik,1432765_at,0.0212437332737478,0.0708035482101167,24,15,1.87383297014435
4930444E06Rik,1433167_at,0.0212437332737478,0.0708035482101167,24,16.5,0.636396103067897
4930500E03Rik,1433260_at,0.0212437332737478,0.0708035482101167,24,15,0.636396103067892
D6Ertd527e,1433484_at,0.0212437332737478,0.0708035482101167,24,15,0.636396103067897
Zfp692,1434031_at,0.0212437332737478,0.0708035482101167,24,2,14.3896229971463
Gria3,1434728_at,0.0212437332737478,0.0708035482101167,24,14,3.53553390593274
Adam22,1435293_at,0.0212437332737478,0.0708035482101167,24,15,0.777817459305203
Tph2,1435314_at,0.0212437332737478,0.0708035482101167,24,15,2.05060966544097
Cercam,1435345_at,0.0212437332737478,0.0708035482101167,24,15,0.989949493661166
Shisa9,1435424_x_at,0.0212437332737478,0.0708035482101167,24,15,1.76776695296637
D630029K05Rik,1435569_at,0.0212437332737478,0.0708035482101167,24,14.5,1.90918830920368
Opcml,1435612_at,0.0212437332737478,0.0708035482101167,24,15,3.95979797464466
Pnma2,1435618_at,0.0212437332737478,0.0708035482101167,24,16,0.636396103067892
Fgf14,1435747_at,0.0212437332737478,0.0708035482101167,24,15,4.20728534805996
Arhgef9,1435974_at,0.0212437332737478,0.0708035482101167,24,16.5,0.282842712474618
Gm5451///Rpl9,1436798_at,0.0212437332737478,0.0708035482101167,24,17,1.90918830920369
Lrch2,1436877_at,0.0212437332737478,0.0708035482101167,24,15,3.18198051533947
Adpgk,1437848_x_at,0.0212437332737478,0.0708035482101167,24,16,5.65685424949238
Casc5,1438833_at,0.0212437332737478,0.0708035482101167,24,15,3.21733585439879
D930023I05Rik,1439282_at,0.0212437332737478,0.0708035482101167,24,15,1.83847763108503
Borcs7,1439561_at,0.0212437332737478,0.0708035482101167,24,14,47.3761543394988
Tmem232,1439575_at,0.0212437332737478,0.0708035482101167,24,15,1.4142135623731
Dnajc11,1439763_at,0.0212437332737478,0.0708035482101167,24,16.5,0.212132034355967
Ifitm5,1440216_at,0.0212437332737478,0.0708035482101167,24,15,0.707106781186548
Cad,1440857_at,0.0212437332737478,0.0708035482101167,24,15,0.777817459305198
Dpysl5,1441246_s_at,0.0212437332737478,0.0708035482101167,24,14.5,0.636396103067892
C820005J03Rik,1441432_at,0.0212437332737478,0.0708035482101167,24,14,3.88908729652601
Atp8b2,1441699_at,0.0212437332737478,0.0708035482101167,24,15,0.494974746830585
1700008F19Rik,1441822_at,0.0212437332737478,0.0708035482101167,24,15.5,8.44992603517925
Piezo2,1442115_at,0.0212437332737478,0.0708035482101167,24,16.5,0.777817459305203
Gm11691,1442838_at,0.0212437332737478,0.0708035482101167,24,15,0.42426406871193
Sgce,1443518_at,0.0212437332737478,0.0708035482101167,24,14,0.565685424949241
Slc1a3,1443749_x_at,0.0212437332737478,0.0708035482101167,24,16.5,0.353553390593274
Rap1gapos,1443765_at,0.0212437332737478,0.0708035482101167,24,15,0.353553390593264
6030407O03Rik,1443994_at,0.0212437332737478,0.0708035482101167,24,14,1.76776695296638
Nin,1444155_at,0.0212437332737478,0.0708035482101167,24,16.5,0.353553390593274
Gm38525///Trim30b,1444179_at,0.0212437332737478,0.0708035482101167,24,15,0.707106781186537
Gxylt2,1444302_at,0.0212437332737478,0.0708035482101167,24,15,0.91923881554251
C80198,1444918_at,0.0212437332737478,0.0708035482101167,24,15,0.565685424949246
Gm36463,1445118_at,0.0212437332737478,0.0708035482101167,24,16,0.91923881554251
4930544M13Rik,1445818_at,0.0212437332737478,0.0708035482101167,24,15,0.707106781186548
D17Ertd191e,1445953_at,0.0212437332737478,0.0708035482101167,24,15,0.707106781186553
C87882,1446033_at,0.0212437332737478,0.0708035482101167,24,15,0.777817459305198
Gm35961,1446256_at,0.0212437332737478,0.0708035482101167,24,14,2.26274169979694
C79657,1447009_at,0.0212437332737478,0.0708035482101167,24,15,0.353553390593274
Gpr25,1447559_at,0.0212437332737478,0.0708035482101167,24,15,0.777817459305198
Adck2,1447859_at,0.0212437332737478,0.0708035482101167,24,15,2.22738636073763
D630033A02Rik,1447925_at,0.0212437332737478,0.0708035482101167,24,15,1.27279220613579
Mlc1,1448139_at,0.0212437332737478,0.0708035482101167,24,15,1.06066017177981
Ggt1,1448485_at,0.0212437332737478,0.0708035482101167,24,16,0.49497474683058
Tyr,1448821_at,0.0212437332737478,0.0708035482101167,24,15,0.848528137423857
Gpr65,1449175_at,0.0212437332737478,0.0708035482101167,24,16,17.1826947828331
Trav12n-1,1449644_at,0.0212437332737478,0.0708035482101167,24,15,0.848528137423859
Ngfr,1450177_at,0.0212437332737478,0.0708035482101167,24,15,0.91923881554251
Ccl28,1450217_at,0.0212437332737478,0.0708035482101167,24,15,7.77817459305203
Tshb,1450371_at,0.0212437332737478,0.0708035482101167,24,14,0.848528137423859
Olfr69///Olfr68,1450592_at,0.0212437332737478,0.0708035482101167,24,15,0.777817459305203
Acer2,1451355_at,0.0212437332737478,0.0708035482101167,24,16.5,50.3813581595415
Klra7,1451664_x_at,0.0212437332737478,0.0708035482101167,24,14.5,17.8544462249603
Nebl,1451846_at,0.0212437332737478,0.0708035482101167,24,16.5,0.777817459305196
Cts7,1451933_a_at,0.0212437332737478,0.0708035482101167,24,15,0.989949493661166
Arhgef5,1452304_a_at,0.0212437332737478,0.0708035482101167,24,2,116.301387835658
Zfp82,1452319_at,0.0212437332737478,0.0708035482101167,24,16.5,0.494974746830585
Dgcr6,1452900_at,0.0212437332737478,0.0708035482101167,24,16,0.424264068711925
Upf3a,1452971_at,0.0212437332737478,0.0708035482101167,24,10,112.359267530542
1600012P17Rik,1453075_at,0.0212437332737478,0.0708035482101167,24,15,3.04055915910215
1700011L22Rik,1453346_at,0.0212437332737478,0.0708035482101167,24,16.5,1.13137084989847
Lypd5,1453809_at,0.0212437332737478,0.0708035482101167,24,16.5,0.848528137423854
1700016H13Rik,1453879_at,0.0212437332737478,0.0708035482101167,24,14.5,0.989949493661156
4930448N21Rik,1454027_at,0.0212437332737478,0.0708035482101167,24,14,1.13137084989848
Neto2,1454032_at,0.0212437332737478,0.0708035482101167,24,15,0.707106781186548
4933424C09Rik,1454300_at,0.0212437332737478,0.0708035482101167,24,16.5,0.777817459305198
2810487C13Rik,1454349_at,0.0212437332737478,0.0708035482101167,24,15,1.09601551083915
9230106L01Rik,1454361_at,0.0212437332737478,0.0708035482101167,24,15,0.707106781186543
2900034C19Rik,1454510_at,0.0212437332737478,0.0708035482101167,24,16,0.636396103067892
Ccdc157,1455055_at,0.0212437332737478,0.0708035482101167,24,13,87.2392991288903
Ablim2,1455313_at,0.0212437332737478,0.0708035482101167,24,15,0.636396103067887
Cyp21a1,1455691_at,0.0212437332737478,0.0708035482101167,24,16.5,0.141421356237307
Tmem63c,1456184_at,0.0212437332737478,0.0708035482101167,24,14,1.06066017177982
1810007D17Rik,1456198_at,0.0212437332737478,0.0708035482101167,24,15,4.91439212924651
Sbspon,1456335_at,0.0212437332737478,0.0708035482101167,24,16.5,0.353553390593274
A630057N01Rik,1456345_at,0.0212437332737478,0.0708035482101167,24,16.5,0.707106781186548
4930404N11Rik,1456443_at,0.0212437332737478,0.0708035482101167,24,17,0.141421356237307
Heatr3,1456597_at,0.0212437332737478,0.0708035482101167,24,16,53.7577930397073
C230040D14,1457428_at,0.0212437332737478,0.0708035482101167,24,16.5,0.141421356237317
LOC102639418,1458138_at,0.0212437332737478,0.0708035482101167,24,15,0.49497474683058
Tnik,1458403_at,0.0212437332737478,0.0708035482101167,24,14.5,4.3840620433566
Kcnq3,1458421_at,0.0212437332737478,0.0708035482101167,24,16,0.353553390593274
8030447M02Rik,1458601_at,0.0212437332737478,0.0708035482101167,24,16.5,2.82842712474619
E430016F16Rik,1458707_at,0.0212437332737478,0.0708035482101167,24,15,0.282842712474618
Cyb5r2,1459448_at,0.0212437332737478,0.0708035482101167,24,15,0.989949493661171
Hoxd3os1,1460056_at,0.0212437332737478,0.0708035482101167,24,14,0.989949493661171
9130409J20Rik,1460517_at,0.0212437332737478,0.0708035482101167,24,15,0.636396103067892
Atp5j2,1416269_at,0.0219624829234833,0.0716995977077105,24,17.5,11524.5677411346
Gjb3,1416715_at,0.0219624829234833,0.0716995977077105,24,15,1.69705627484772
Prodh,1417629_at,0.0219624829234833,0.0716995977077105,24,18,2215.78980952617
Ulk2,1417846_at,0.0219624829234833,0.0716995977077105,24,6,240.75218132449
Bhlhe22,1418271_at,0.0219624829234833,0.0716995977077105,24,14,6.50538238691624
Fbxo8,1418510_s_at,0.0219624829234833,0.0716995977077105,24,3,1723.50206846409
Slc35g3,1418958_at,0.0219624829234833,0.0716995977077105,24,15,0.565685424949236
Cyp2d22,1419040_at,0.0219624829234833,0.0716995977077105,24,6.5,1477.74710666271
Eda,1419596_at,0.0219624829234833,0.0716995977077105,24,16.5,0.707106781186548
AA536748,1419895_at,0.0219624829234833,0.0716995977077105,24,15,0.636396103067897
Gpr84,1420591_at,0.0219624829234833,0.0716995977077105,24,15,0.636396103067889
Gzmc,1421256_at,0.0219624829234833,0.0716995977077105,24,15,1.59099025766973
Kremen1,1421387_at,0.0219624829234833,0.0716995977077105,24,16.5,0.424264068711924
Dfna5,1421534_at,0.0219624829234833,0.0716995977077105,24,18.5,598.247692222878
Slfn3,1421644_at,0.0219624829234833,0.0716995977077105,24,15,1.27279220613578
LOC100862446///Mir692-3///Mir692-1///Mir692-2///Ftl1-ps2///Ftl1,1422301_at,0.0219624829234833,0.0716995977077105,24,17,517.778940523848
Pthlh,1422324_a_at,0.0219624829234833,0.0716995977077105,24,14.5,1.34350288425443
G6pd2,1422326_at,0.0219624829234833,0.0716995977077105,24,15,2.05060966544098
Ifna11,1422332_at,0.0219624829234833,0.0716995977077105,24,15,0.707106781186548
Fpr-rs3,1422350_at,0.0219624829234833,0.0716995977077105,24,15,0.494974746830585
Cryga,1422652_at,0.0219624829234833,0.0716995977077105,24,15,0.494974746830585
Psmb8,1422962_a_at,0.0219624829234833,0.0716995977077105,24,17.5,407.187439946274
Ndufa7,1422976_x_at,0.0219624829234833,0.0716995977077105,24,17,2080.20208423364
Adra2a,1423022_at,0.0219624829234833,0.0716995977077105,24,16,0.424264068711925
Lipt2,1423357_at,0.0219624829234833,0.0716995977077105,24,15.5,102.583516280638
Ccnl1,1423622_a_at,0.0219624829234833,0.0716995977077105,24,4.5,647.639100888759
Dars,1423800_at,0.0219624829234833,0.0716995977077105,24,13,400.964900271832
Tmem176a,1423909_at,0.0219624829234833,0.0716995977077105,24,21.5,1472.51451648193
Krt14,1423935_x_at,0.0219624829234833,0.0716995977077105,24,15,0.353553390593274
Gpr37l1,1424146_at,0.0219624829234833,0.0716995977077105,24,16.5,0.282842712474623
Slc25a4,1424563_at,0.0219624829234833,0.0716995977077105,24,15,1.27279220613577
Tapbpl,1424961_at,0.0219624829234833,0.0716995977077105,24,16.5,0.388908729652589
P2rx3,1425093_at,0.0219624829234833,0.0716995977077105,24,15,0.49497474683058
Cpsf4l,1425312_s_at,0.0219624829234833,0.0716995977077105,24,11,31.377863415153
Mall,1425359_at,0.0219624829234833,0.0716995977077105,24,15,0.494974746830585
Dnm3,1425403_at,0.0219624829234833,0.0716995977077105,24,15,0.848528137423839
Tmem114,1425887_at,0.0219624829234833,0.0716995977077105,24,16,0.353553390593279
Tor1aip1,1426084_a_at,0.0219624829234833,0.0716995977077105,24,6,283.266976543331
Asb18,1426116_at,0.0219624829234833,0.0716995977077105,24,15,0.919238815542515
Lrp4,1426288_at,0.0219624829234833,0.0716995977077105,24,12.5,262.053773107735
Pus7,1426631_at,0.0219624829234833,0.0716995977077105,24,19.5,117.362048007437
Myh8,1426650_at,0.0219624829234833,0.0716995977077105,24,14.5,5.30330085889911
Lace1,1427073_at,0.0219624829234833,0.0716995977077105,24,21,72.4607674020914
Metrn,1427101_at,0.0219624829234833,0.0716995977077105,24,16,0.282842712474623
Slfn4,1427102_at,0.0219624829234833,0.0716995977077105,24,15,0.424264068711925
Tmem259,1427109_at,0.0219624829234833,0.0716995977077105,24,8,781.741901940788
Fes,1427368_x_at,0.0219624829234833,0.0716995977077105,24,15,1.83847763108502
Irx6,1427383_at,0.0219624829234833,0.0716995977077105,24,16.5,0.212132034355967
Fbxw14,1427575_at,0.0219624829234833,0.0716995977077105,24,16.5,0.636396103067892
Gm13583,1427616_at,0.0219624829234833,0.0716995977077105,24,15,0.42426406871193
Adal,1428198_at,0.0219624829234833,0.0716995977077105,24,20.5,55.2780726192584
Ndufaf5,1428745_a_at,0.0219624829234833,0.0716995977077105,24,20,74.2108566855282
Smpd5,1428995_at,0.0219624829234833,0.0716995977077105,24,16,0.212132034355962
Ccdc89,1429635_at,0.0219624829234833,0.0716995977077105,24,15,0.742462120245873
Hmmr,1429871_at,0.0219624829234833,0.0716995977077105,24,15,0.707106781186548
Wdr20rt,1430004_s_at,0.0219624829234833,0.0716995977077105,24,17,1.4142135623731
Ddx23,1430050_at,0.0219624829234833,0.0716995977077105,24,15,0.636396103067892
4930473A02Rik,1430249_at,0.0219624829234833,0.0716995977077105,24,16,0.494974746830585
Stxbp5,1430301_at,0.0219624829234833,0.0716995977077105,24,15,0.353553390593274
0610006L08Rik,1430444_at,0.0219624829234833,0.0716995977077105,24,15,0.91923881554251
Slfn5os,1430901_at,0.0219624829234833,0.0716995977077105,24,15,0.565685424949241
Prss23os,1430956_at,0.0219624829234833,0.0716995977077105,24,16,0.353553390593279
3100002H09Rik,1431775_at,0.0219624829234833,0.0716995977077105,24,15,0.636396103067902
2410024F20Rik,1431881_at,0.0219624829234833,0.0716995977077105,24,16.5,0.353553390593274
Entpd7,1432068_a_at,0.0219624829234833,0.0716995977077105,24,15,0.565685424949236
1700111N16Rik,1432256_at,0.0219624829234833,0.0716995977077105,24,15,0.848528137423859
Tmbim7,1432401_a_at,0.0219624829234833,0.0716995977077105,24,16.5,0.212132034355962
Bmp7,1432410_a_at,0.0219624829234833,0.0716995977077105,24,15,0.42426406871193
Tmem217,1432437_at,0.0219624829234833,0.0716995977077105,24,15,0.494974746830585
Eya4,1432461_at,0.0219624829234833,0.0716995977077105,24,14.5,0.777817459305203
E130116L18Rik,1432841_at,0.0219624829234833,0.0716995977077105,24,17,0.777817459305198
4930421C12Rik,1433024_at,0.0219624829234833,0.0716995977077105,24,15,0.42426406871193
4930564B12Rik,1433036_at,0.0219624829234833,0.0716995977077105,24,16,0.353553390593274
5330430B06Rik,1433047_at,0.0219624829234833,0.0716995977077105,24,16,0.707106781186548
Colgalt1,1433496_at,0.0219624829234833,0.0716995977077105,24,21,210.010714012404
Ncapd3,1434426_at,0.0219624829234833,0.0716995977077105,24,7,36.5220652482852
Eif3e,1434523_x_at,0.0219624829234833,0.0716995977077105,24,10.5,3409.31534549094
Mgat5b,1434531_at,0.0219624829234833,0.0716995977077105,24,15,0.494974746830585
Smim10l2a,1435200_at,0.0219624829234833,0.0716995977077105,24,15,1.52027957955108
Kcnj16,1436163_at,0.0219624829234833,0.0716995977077105,24,15,3.67695526217005
5730559C18Rik,1436345_at,0.0219624829234833,0.0716995977077105,24,15,0.353553390593274
Slc6a20b,1436667_at,0.0219624829234833,0.0716995977077105,24,15,1.48492424049175
Sgol2a,1437370_at,0.0219624829234833,0.0716995977077105,24,16.5,0.353553390593274
Barhl2,1437555_at,0.0219624829234833,0.0716995977077105,24,14,6.39931636973827
AA545190,1438297_at,0.0219624829234833,0.0716995977077105,24,15,0.777817459305198
Lim2,1438323_at,0.0219624829234833,0.0716995977077105,24,17,0.42426406871193
Mgl2,1438467_at,0.0219624829234833,0.0716995977077105,24,16.5,0.318198051533946
9330159F19Rik,1438720_at,0.0219624829234833,0.0716995977077105,24,15,0.67175144212722
A530016L24Rik,1438734_at,0.0219624829234833,0.0716995977077105,24,14.5,1.39653589284343
Ccnd3,1438805_at,0.0219624829234833,0.0716995977077105,24,12,5.30330085889911
Umodl1,1439211_at,0.0219624829234833,0.0716995977077105,24,15,0.636396103067892
C230034O21Rik,1439707_at,0.0219624829234833,0.0716995977077105,24,15,1.13137084989848
Gm15867,1439888_at,0.0219624829234833,0.0716995977077105,24,16.5,0.636396103067877
Gfap,1440142_s_at,0.0219624829234833,0.0716995977077105,24,16.5,0.282842712474618
3110039M20Rik,1440204_at,0.0219624829234833,0.0716995977077105,24,15,0.424264068711937
Rac2,1440208_at,0.0219624829234833,0.0716995977077105,24,15,0.565685424949241
Slc7a6os,1440303_at,0.0219624829234833,0.0716995977077105,24,16,1.62634559672906
Tut1,1440395_at,0.0219624829234833,0.0716995977077105,24,16.5,0.282842712474623
Unc5d,1440484_at,0.0219624829234833,0.0716995977077105,24,16.5,0.636396103067897
Tmco2,1440820_x_at,0.0219624829234833,0.0716995977077105,24,16.5,0.424264068711935
LOC552874///St6galnac5,1440973_at,0.0219624829234833,0.0716995977077105,24,16,0.282842712474623
Zfp974,1441059_at,0.0219624829234833,0.0716995977077105,24,15,1.20208152801713
Zfp879,1441207_at,0.0219624829234833,0.0716995977077105,24,14.5,0.848528137423859
Chd9,1441339_at,0.0219624829234833,0.0716995977077105,24,14,47.0226009489054
AU044856,1441408_at,0.0219624829234833,0.0716995977077105,24,15,1.20208152801713
Kcnt1,1441511_at,0.0219624829234833,0.0716995977077105,24,16,0.42426406871193
Gm33738,1441721_at,0.0219624829234833,0.0716995977077105,24,15,0.49497474683058
Bcan,1441899_x_at,0.0219624829234833,0.0716995977077105,24,15,0.49497474683058
Terb1,1442013_at,0.0219624829234833,0.0716995977077105,24,14.5,1.66170093578839
Prkrip1,1442084_at,0.0219624829234833,0.0716995977077105,24,15,0.494974746830585
C77798,1442621_at,0.0219624829234833,0.0716995977077105,24,15,3.11126983722081
Gm17494///LOC100047044,1442818_at,0.0219624829234833,0.0716995977077105,24,15,0.424264068711925
9430064I24Rik,1442912_at,0.0219624829234833,0.0716995977077105,24,15,0.813172798364529
B3gat2,1442991_at,0.0219624829234833,0.0716995977077105,24,15,2.17435335214864
Zfp599,1443688_at,0.0219624829234833,0.0716995977077105,24,15,1.62634559672906
Gm20071///D2Bwg1423e,1443808_at,0.0219624829234833,0.0716995977077105,24,15,1.13137084989848
Rassf4,1444009_at,0.0219624829234833,0.0716995977077105,24,15,0.989949493661171
Prr11,1444257_at,0.0219624829234833,0.0716995977077105,24,16,0.989949493661171
A430093F15Rik,1444299_at,0.0219624829234833,0.0716995977077105,24,16,0.494974746830585
C80893,1445049_at,0.0219624829234833,0.0716995977077105,24,16.5,0.565685424949246
Pear1,1445223_at,0.0219624829234833,0.0716995977077105,24,14,1.20208152801712
Ric3,1445553_at,0.0219624829234833,0.0716995977077105,24,15,0.388908729652602
C79123,1446706_at,0.0219624829234833,0.0716995977077105,24,15,0.848528137423864
P4ha3,1446951_at,0.0219624829234833,0.0716995977077105,24,14,2.52790674274191
LOC102635682,1447190_at,0.0219624829234833,0.0716995977077105,24,16,0.42426406871193
Lin52,1447482_at,0.0219624829234833,0.0716995977077105,24,14.5,18.031222920257
D1Ertd164e,1448086_at,0.0219624829234833,0.0716995977077105,24,15,0.707106781186553
Ndrg2,1448154_at,0.0219624829234833,0.0716995977077105,24,7.5,7951.45110978179
Gli1,1449058_at,0.0219624829234833,0.0716995977077105,24,15,0.494974746830585
Gdpd3,1449526_a_at,0.0219624829234833,0.0716995977077105,24,15,0.49497474683059
Myoc,1450468_at,0.0219624829234833,0.0716995977077105,24,15,0.989949493661171
Sstr1,1450527_at,0.0219624829234833,0.0716995977077105,24,15,0.424264068711935
Zpbp,1450751_at,0.0219624829234833,0.0716995977077105,24,15,1.09601551083915
Alg1,1451368_at,0.0219624829234833,0.0716995977077105,24,7,169.670272145712
Bcs1l,1451541_at,0.0219624829234833,0.0716995977077105,24,2.5,162.457782977609
Phip,1451805_at,0.0219624829234833,0.0716995977077105,24,15,0.707106781186548
Brwd1,1452321_at,0.0219624829234833,0.0716995977077105,24,5,103.219912383706
Usp9y,1452509_at,0.0219624829234833,0.0716995977077105,24,16.5,0.707106781186548
Itk,1452518_a_at,0.0219624829234833,0.0716995977077105,24,16,0.459619407771255
Rbm22,1452675_at,0.0219624829234833,0.0716995977077105,24,3.5,131.079919562456
Lrfn2,1453126_at,0.0219624829234833,0.0716995977077105,24,15,0.742462120245878
Pla2g4d,1453405_at,0.0219624829234833,0.0716995977077105,24,16,0.494974746830585
Abhd15,1453474_at,0.0219624829234833,0.0716995977077105,24,12,314.255931228831
Efcab10,1453558_at,0.0219624829234833,0.0716995977077105,24,14,1.27279220613579
6330576A10Rik,1453653_at,0.0219624829234833,0.0716995977077105,24,15,0.353553390593284
Ssmem1,1454010_a_at,0.0219624829234833,0.0716995977077105,24,15,0.565685424949241
5830426C09Rik,1454316_at,0.0219624829234833,0.0716995977077105,24,15,0.565685424949236
4930572C08Rik,1454450_at,0.0219624829234833,0.0716995977077105,24,16.5,0.42426406871193
6030458A19Rik,1454578_at,0.0219624829234833,0.0716995977077105,24,14,2.26274169979695
Kcnc2,1455258_at,0.0219624829234833,0.0716995977077105,24,16.5,0.424264068711927
Adcy2,1455462_at,0.0219624829234833,0.0716995977077105,24,15,0.353553390593274
Nrxn2,1455499_at,0.0219624829234833,0.0716995977077105,24,15,0.91923881554251
Tial1,1455675_a_at,0.0219624829234833,0.0716995977077105,24,5.5,247.982348162122
Gm6277,1455844_at,0.0219624829234833,0.0716995977077105,24,15,0.424264068711925
Fam167a,1455872_at,0.0219624829234833,0.0716995977077105,24,16,1.59099025766973
Tbc1d25,1456113_at,0.0219624829234833,0.0716995977077105,24,21.5,12.0561706192306
Cdca4,1456240_x_at,0.0219624829234833,0.0716995977077105,24,14.5,1.20208152801713
Pnma3,1456829_at,0.0219624829234833,0.0716995977077105,24,15,0.49497474683058
Adamts5,1456969_at,0.0219624829234833,0.0716995977077105,24,14,4.24264068711929
D6Ertd234e,1457890_at,0.0219624829234833,0.0716995977077105,24,15,0.636396103067897
4930512H18Rik,1458115_at,0.0219624829234833,0.0716995977077105,24,15,0.777817459305203
AU015559,1458983_at,0.0219624829234833,0.0716995977077105,24,15,1.34350288425445
Gm13871///Gm11757///Gm11758,1459089_at,0.0219624829234833,0.0716995977077105,24,16,0.707106781186548
D3Ertd258e,1459190_at,0.0219624829234833,0.0716995977077105,24,15,0.777817459305203
Arih1,1459397_at,0.0219624829234833,0.0716995977077105,24,14.5,1.62634559672905
Rap1gds1,1459768_x_at,0.0219624829234833,0.0716995977077105,24,16.5,0.141421356237307
Slc7a6,1460541_at,0.0219624829234833,0.0716995977077105,24,15,0.848528137423859
